time;ue_id;ap_id;mcs_index;efficiency;bandwidth;rate
6.4886496955681645;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
6.570047518788267;ue_3;ap_0;15;3.9023;50000000.0;195115000.0
6.570047518788267;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
6.570047518788267;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
6.570047518788267;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
6.573843578742242;ue_0;ap_5;27;7.4063;50000000.0;370315000.0
6.573843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
6.573843578742242;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
6.573843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
6.633859762060262;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
6.633859762060262;ue_4;ap_0;17;4.5234;50000000.0;226169999.99999997
6.633859762060262;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
6.633859762060262;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
6.9886496955681645;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
6.9886496955681645;ue_9;ap_5;27;7.4063;50000000.0;370315000.0
6.9886496955681645;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
6.9886496955681645;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
7.070047518788267;ue_3;ap_0;15;3.9023;50000000.0;195115000.0
7.070047518788267;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
7.070047518788267;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
7.070047518788267;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
7.073843578742242;ue_0;ap_5;27;7.4063;50000000.0;370315000.0
7.073843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
7.073843578742242;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
7.073843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
7.133859762060262;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
7.133859762060262;ue_4;ap_0;17;4.5234;50000000.0;226169999.99999997
7.133859762060262;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
7.133859762060262;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
7.4886496955681645;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
7.4886496955681645;ue_9;ap_5;27;7.4063;50000000.0;370315000.0
7.4886496955681645;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
7.4886496955681645;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
7.570047518788267;ue_3;ap_0;15;3.9023;50000000.0;195115000.0
7.570047518788267;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
7.570047518788267;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
7.570047518788267;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
7.573843578742242;ue_0;ap_5;27;7.4063;50000000.0;370315000.0
7.573843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
7.573843578742242;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
7.573843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
7.633859762060262;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
7.633859762060262;ue_4;ap_0;17;4.5234;50000000.0;226169999.99999997
7.633859762060262;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
7.633859762060262;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
7.9886496955681645;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
7.9886496955681645;ue_9;ap_5;27;7.4063;50000000.0;370315000.0
7.9886496955681645;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
7.9886496955681645;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
8.070047518788266;ue_3;ap_0;15;3.9023;50000000.0;195115000.0
8.070047518788266;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
8.070047518788266;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
8.070047518788266;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
8.073843578742242;ue_0;ap_5;27;7.4063;50000000.0;370315000.0
8.073843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
8.073843578742242;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
8.073843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
8.133859762060263;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
8.133859762060263;ue_4;ap_0;17;4.5234;50000000.0;226169999.99999997
8.133859762060263;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
8.133859762060263;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
8.488649695568165;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
8.488649695568165;ue_9;ap_5;27;7.4063;50000000.0;370315000.0
8.488649695568165;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
8.488649695568165;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
8.570047518788266;ue_3;ap_0;15;3.9023;50000000.0;195115000.0
8.570047518788266;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
8.570047518788266;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
8.570047518788266;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
8.573843578742242;ue_0;ap_5;27;7.4063;50000000.0;370315000.0
8.573843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
8.573843578742242;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
8.573843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
8.633859762060263;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
8.633859762060263;ue_4;ap_0;17;4.5234;50000000.0;226169999.99999997
8.633859762060263;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
8.633859762060263;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
8.988649695568165;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
8.988649695568165;ue_9;ap_5;27;7.4063;50000000.0;370315000.0
8.988649695568165;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
8.988649695568165;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
9.070047518788266;ue_3;ap_0;15;3.9023;50000000.0;195115000.0
9.070047518788266;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
9.070047518788266;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
9.070047518788266;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
9.073843578742242;ue_0;ap_5;27;7.4063;50000000.0;370315000.0
9.073843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
9.073843578742242;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
9.073843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
9.133859762060263;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
9.133859762060263;ue_4;ap_0;17;4.5234;50000000.0;226169999.99999997
9.133859762060263;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
9.133859762060263;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
9.488649695568165;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
9.488649695568165;ue_9;ap_5;27;7.4063;50000000.0;370315000.0
9.488649695568165;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
9.488649695568165;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
9.570047518788266;ue_3;ap_0;15;3.9023;50000000.0;195115000.0
9.570047518788266;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
9.570047518788266;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
9.570047518788266;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
9.573843578742242;ue_0;ap_5;27;7.4063;50000000.0;370315000.0
9.573843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
9.573843578742242;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
9.573843578742242;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
9.633859762060263;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
9.633859762060263;ue_4;ap_0;17;4.5234;50000000.0;226169999.99999997
9.633859762060263;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
9.633859762060263;ue_4;ap_0;14;3.6094;50000000.0;180470000.0
9.988649695568165;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
9.988649695568165;ue_9;ap_5;27;7.4063;50000000.0;370315000.0
9.988649695568165;ue_0;ap_5;23;6.2266;50000000.0;311330000.0
9.988649695568165;ue_9;ap_5;24;6.5703;50000000.0;328515000.0
10.0;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
10.0;ue_4;ap_0;13;3.3223;50000000.0;166115000.0
10.0;ue_5;ap_1;12;3.0293;100000000.0;302930000.0
10.0;ue_1;ap_4;24;6.5703;100000000.0;657030000.0
10.0;ue_0;ap_5;22;5.8906;50000000.0;294530000.0
10.0;ue_9;ap_5;25;6.9141;50000000.0;345705000.0
10.0;ue_2;ap_7;12;3.0293;100000000.0;302930000.0
10.0;ue_6;ap_8;14;3.6094;100000000.0;360940000.0
10.070047518788266;ue_3;ap_0;16;4.2129;50000000.0;210645000.00000003
10.070047518788266;ue_4;ap_0;13;3.3223;50000000.0;166115000.0
10.070047518788266;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
10.070047518788266;ue_4;ap_0;13;3.3223;50000000.0;166115000.0
10.073935185766747;ue_0;ap_5;25;6.9141;50000000.0;345705000.0
10.073935185766747;ue_9;ap_5;25;6.9141;50000000.0;345705000.0
10.073935185766747;ue_0;ap_5;22;5.8906;50000000.0;294530000.0
10.073935185766747;ue_9;ap_5;25;6.9141;50000000.0;345705000.0
10.134099181457067;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
10.134099181457067;ue_4;ap_0;16;4.2129;50000000.0;210645000.00000003
10.134099181457067;ue_3;ap_0;12;3.0293;50000000.0;151465000.0
10.134099181457067;ue_4;ap_0;13;3.3223;50000000.0;166115000.0
10.488574014889855;ue_0;ap_5;22;5.8906;50000000.0;294530000.0
10.488574014889855;ue_9;ap_5;27;7.4063;50000000.0;370315000.0
10.488574014889855;ue_0;ap_5;22;5.8906;50000000.0;294530000.0
