time;classic_power;classic_u;edc_id;lite_power;lite_u;shortcut_power;shortcut_u;u_shortcut_vs_classic;u_lite_vs_classic;u_lite_vs_shortcut;power_shortcut_vs_classic;power_lite_vs_classic;power_lite_vs_shortcut
0.0;0.0;0;edc_1;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0
1.0;176.557510375977;0;edc_1;176.557510375977;0;176.557510375977;0;0;0;0;0.0;0.0;0.0
1.2;194.530303955078;40;edc_1;194.530303955078;40;194.530303955078;40;0;0;0;0.0;0.0;0.0
1.4;210.384521484375;80;edc_1;210.384521484375;80;210.384521484375;80;0;0;0;0.0;0.0;0.0
1.5;210.384521484375;80;edc_1;916.6145629882809;80;210.384521484375;80;0;0;0;0.0;706.2300415039059;706.2300415039059
1.50199110813766;210.384521484375;80;edc_1;916.6145629882809;80;298.663276672363;80;0;0;0;88.278755187988;706.2300415039059;617.951286315918
1.5019929488893997;210.384521484375;80;edc_1;916.6145629882809;80;386.942031860352;80;0;0;0;176.55751037597702;706.2300415039059;529.6725311279289
1.50199318955809;210.384521484375;80;edc_1;916.6145629882809;80;475.22078704834007;80;0;0;0;264.83626556396507;706.2300415039059;441.39377593994084
1.5019934108078;210.384521484375;80;edc_1;916.6145629882809;80;563.499542236328;80;0;0;0;353.115020751953;706.2300415039059;353.1150207519529
1.5019936945413401;210.384521484375;80;edc_1;916.6145629882809;80;651.7782974243161;80;0;0;0;441.39377593994107;706.2300415039059;264.83626556396484
1.50199428707223;210.384521484375;80;edc_1;916.6145629882809;80;740.057052612305;80;0;0;0;529.67253112793;706.2300415039059;176.55751037597588
1.50199481675192;210.384521484375;80;edc_1;916.6145629882809;80;828.335807800293;80;0;0;0;617.951286315918;706.2300415039059;88.27875518798794
1.50199508777495;210.384521484375;80;edc_1;916.6145629882809;80;916.6145629882809;80;0;0;0;706.2300415039059;706.2300415039059;0.0
1.5020174278460101;298.663276672363;80;edc_1;916.6145629882809;80;916.6145629882809;80;0;0;0;617.951286315918;617.951286315918;0.0
1.50201953253508;386.942031860352;80;edc_1;916.6145629882809;80;916.6145629882809;80;0;0;0;529.6725311279289;529.6725311279289;0.0
1.5020209580861699;475.22078704834007;80;edc_1;916.6145629882809;80;916.6145629882809;80;0;0;0;441.39377593994084;441.39377593994084;0.0
1.5020218419104099;563.499542236328;80;edc_1;916.6145629882809;80;916.6145629882809;80;0;0;0;353.1150207519529;353.1150207519529;0.0
1.5020227156294;651.7782974243161;80;edc_1;916.6145629882809;80;916.6145629882809;80;0;0;0;264.83626556396484;264.83626556396484;0.0
1.50202377324906;740.057052612305;80;edc_1;916.6145629882809;80;916.6145629882809;80;0;0;0;176.55751037597588;176.55751037597588;0.0
1.50202513666418;828.335807800293;80;edc_1;916.6145629882809;80;916.6145629882809;80;0;0;0;88.27875518798794;88.27875518798794;0.0
1.50202597795557;916.6145629882809;80;edc_1;916.6145629882809;80;916.6145629882809;80;0;0;0;0.0;0.0;0.0
1.6;921.771896362305;120;edc_1;921.771896362305;120;921.771896362305;120;0;0;0;0.0;0.0;0.0
1.7;921.771896362305;120;edc_1;984.67667388916;260;921.771896362305;120;0;140;140;0.0;62.904777526855014;62.904777526855014
1.70199110813766;921.771896362305;120;edc_1;984.67667388916;260;930.758293151855;140;20;140;120;8.986396789549985;62.904777526855014;53.91838073730503
1.7019929488893997;921.771896362305;120;edc_1;984.67667388916;260;939.7446899414059;160;40;140;100;17.97279357910088;62.904777526855014;44.931983947754134
1.70199318955809;921.771896362305;120;edc_1;984.67667388916;260;948.731086730957;180;60;140;80;26.959190368652003;62.904777526855014;35.94558715820301
1.7019934108078;921.771896362305;120;edc_1;984.67667388916;260;957.7174835205079;200;80;140;60;35.9455871582029;62.904777526855014;26.959190368652116
1.70199369454134;921.771896362305;120;edc_1;984.67667388916;260;966.703880310059;220;100;140;40;44.93198394775402;62.904777526855014;17.972793579100994
1.70199428707223;921.771896362305;120;edc_1;984.67667388916;260;975.690277099609;240;120;140;20;53.918380737304005;62.904777526855014;8.986396789551009
1.7019948167519199;921.771896362305;120;edc_1;984.67667388916;260;984.67667388916;260;140;140;0;62.904777526855014;62.904777526855014;0.0
1.70201742784601;930.758293151855;140;edc_1;984.67667388916;260;984.67667388916;260;120;120;0;53.91838073730503;53.91838073730503;0.0
1.70201953253508;939.7446899414059;160;edc_1;984.67667388916;260;984.67667388916;260;100;100;0;44.931983947754134;44.931983947754134;0.0
1.70202095808617;948.731086730957;180;edc_1;984.67667388916;260;984.67667388916;260;80;80;0;35.94558715820301;35.94558715820301;0.0
1.7020218419104098;957.7174835205079;200;edc_1;984.67667388916;260;984.67667388916;260;60;60;0;26.959190368652116;26.959190368652116;0.0
1.7020227156294;966.703880310059;220;edc_1;984.67667388916;260;984.67667388916;260;40;40;0;17.972793579100994;17.972793579100994;0.0
1.70202377324906;975.690277099609;240;edc_1;984.67667388916;260;984.67667388916;260;20;20;0;8.986396789551009;8.986396789551009;0.0
1.7020251366641799;984.67667388916;260;edc_1;984.67667388916;260;984.67667388916;260;0;0;0;0.0;0.0;0.0
1.8;987.366432189941;300;edc_1;987.366432189941;300;987.366432189941;300;0;0;0;0.0;0.0;0.0
1.9;987.366432189941;300;edc_1;1042.85619354248;440;987.366432189941;300;0;140;140;0.0;55.48976135253906;55.48976135253906
1.90199110813766;987.366432189941;300;edc_1;1042.85619354248;440;995.29354095459;320;20;140;120;7.927108764649006;55.48976135253906;47.56265258789006
1.9019929488893998;987.366432189941;300;edc_1;1042.85619354248;440;1003.2206497192401;340;40;140;100;15.854217529299149;55.48976135253906;39.635543823239914
1.90199318955809;987.366432189941;300;edc_1;1042.85619354248;440;1011.1477584838901;360;60;140;80;23.781326293949178;55.48976135253906;31.708435058589885
1.9019934108078;987.366432189941;300;edc_1;1042.85619354248;440;1019.07486724854;380;80;140;60;31.708435058599093;55.48976135253906;23.78132629393997
1.9019936945413403;987.366432189941;300;edc_1;1042.85619354248;440;1027.0019760131802;400;100;140;40;39.63554382323923;55.48976135253906;15.85421752929983
1.90199428707223;987.366432189941;300;edc_1;1042.85619354248;440;1034.92908477783;420;120;140;20;47.56265258788903;55.48976135253906;7.927108764650029
1.90199481675192;987.366432189941;300;edc_1;1042.85619354248;440;1042.85619354248;440;140;140;0;55.48976135253906;55.48976135253906;0.0
1.90201742784601;995.29354095459;320;edc_1;1042.85619354248;440;1042.85619354248;440;120;120;0;47.56265258789006;47.56265258789006;0.0
1.90201953253508;1003.2206497192401;340;edc_1;1042.85619354248;440;1042.85619354248;440;100;100;0;39.635543823239914;39.635543823239914;0.0
1.90202095808617;1011.1477584838901;360;edc_1;1042.85619354248;440;1042.85619354248;440;80;80;0;31.708435058589885;31.708435058589885;0.0
1.90202184191041;1019.07486724854;380;edc_1;1042.85619354248;440;1042.85619354248;440;60;60;0;23.78132629393997;23.78132629393997;0.0
1.9020227156294;1027.0019760131802;400;edc_1;1042.85619354248;440;1042.85619354248;440;40;40;0;15.85421752929983;15.85421752929983;0.0
1.90202377324906;1034.92908477783;420;edc_1;1042.85619354248;440;1042.85619354248;440;20;20;0;7.927108764650029;7.927108764650029;0.0
1.9020251366641798;1042.85619354248;440;edc_1;1042.85619354248;440;1042.85619354248;440;0;0;0;0.0;0.0;0.0
2.0;1045.46146392822;480;edc_1;1045.46146392822;480;1045.46146392822;480;0;0;0;0.0;0.0;0.0
2.1;1045.46146392822;480;edc_1;1063.5121307373;620;1045.46146392822;480;0;140;140;0.0;18.050666809079985;18.050666809079985
2.10199110813766;1045.46146392822;480;edc_1;1063.5121307373;620;1048.04013061523;500;20;140;120;2.578666687010127;18.050666809079985;15.472000122069858
2.1019929488893996;1045.46146392822;480;edc_1;1063.5121307373;620;1050.61879730225;520;40;140;100;5.157333374030031;18.050666809079985;12.893333435049954
2.10199318955809;1045.46146392822;480;edc_1;1063.5121307373;620;1053.1974639892599;540;60;140;80;7.736000061039931;18.050666809079985;10.314666748040054
