time;classic_power;classic_u;edc_id;lite_power;lite_u;shortcut_power;shortcut_u;u_shortcut_vs_classic;u_lite_vs_classic;u_lite_vs_shortcut;power_shortcut_vs_classic;power_lite_vs_classic;power_lite_vs_shortcut
0.0;0.0;0;edc_2;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0
1.0;176.557510375977;0;edc_2;176.557510375977;0;176.557510375977;0;0;0;0;0.0;0.0;0.0
1.2;194.530303955078;40;edc_2;194.530303955078;40;194.530303955078;40;0;0;0;0.0;0.0;0.0
1.4;210.384521484375;80;edc_2;210.384521484375;80;210.384521484375;80;0;0;0;0.0;0.0;0.0
1.5;210.384521484375;80;edc_2;386.942031860352;80;210.384521484375;80;0;0;0;0.0;176.55751037597702;176.55751037597702
1.50199083438403;210.384521484375;80;edc_2;386.942031860352;80;298.663276672363;80;0;0;0;88.278755187988;176.55751037597702;88.27875518798902
1.50199245305453;210.384521484375;80;edc_2;386.942031860352;80;386.942031860352;80;0;0;0;176.55751037597702;176.55751037597702;0.0
1.5020223550640401;298.663276672363;80;edc_2;386.942031860352;80;386.942031860352;80;0;0;0;88.27875518798902;88.27875518798902;0.0
1.5020291216839798;386.942031860352;80;edc_2;386.942031860352;80;386.942031860352;80;0;0;0;0.0;0.0;0.0
1.6;392.099365234375;120;edc_2;392.099365234375;120;392.099365234375;120;0;0;0;0.0;0.0;0.0
1.8;394.789123535156;160;edc_2;394.789123535156;160;394.789123535156;160;0;0;0;0.0;0.0;0.0
2.0;396.09175872802695;180;edc_2;396.09175872802695;180;396.09175872802695;180;0;0;0;0.0;0.0;0.0
11.4;396.09175872802695;180;edc_2;393.444244384766;140;393.444244384766;140;-40;-40;0;-2.647514343260923;-2.647514343260923;0.0
11.400007059832802;394.746879577637;160;edc_2;393.444244384766;140;393.444244384766;140;-20;-20;0;-1.30263519287098;-1.30263519287098;0.0
11.400008072968399;393.444244384766;140;edc_2;393.444244384766;140;393.444244384766;140;0;0;0;0.0;0.0;0.0
11.6;393.444244384766;140;edc_2;389.520698547363;100;389.520698547363;100;-40;-40;0;-3.923545837403026;-3.923545837403026;0.0
11.60000786496;390.86557769775396;120;edc_2;389.520698547363;100;389.520698547363;100;-20;-20;0;-1.344879150390966;-1.344879150390966;0.0
11.600008556418299;389.520698547363;100;edc_2;389.520698547363;100;389.520698547363;100;0;0;0;0.0;0.0;0.0
11.8;389.520698547363;100;edc_2;379.01492309570295;60;379.01492309570295;60;-40;-40;0;-10.505775451660043;-10.505775451660043;0.0
