time;edc_id;overall_std_u;max_std_u;PUE;power_demand;it_power;cooling_power
68.5;edc_0;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
68.7;edc_0;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
68.80000000000005;edc_1;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
68.9;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
69.10000000000001;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
69.30000000000001;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
69.50000000000001;edc_0;100.0;1000;1.0;286.9759521484375;286.9759521484375;0
76.80000000000003;edc_2;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
77.40000000000006;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
77.50000000000003;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
77.60000000000002;edc_2;20.0;1000;1.0;185.54390716552734;185.54390716552734;0
77.60000000000007;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
77.80000000000007;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
78.00000000000007;edc_1;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
78.20000000000007;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
78.40000000000008;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
78.60000000000002;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
78.60000000000008;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
78.80000000000007;edc_1;60.0;1000;1.0;196.0496826171875;196.0496826171875;0
78.80000000000008;edc_1;80.0;1000;1.0;197.39456176757812;197.39456176757812;0
78.9;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
79.10000000000001;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
79.30000000000001;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
79.50000000000001;edc_0;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
79.70000000000002;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
79.80000000000007;edc_1;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
79.90000000000002;edc_0;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
80.10000000000002;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
80.30000000000003;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
80.50000000000003;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
80.70000000000003;edc_0;100.0;1000;1.0;286.9759521484375;286.9759521484375;0
87.8;edc_2;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
88.40000000000008;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
88.5;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
88.6;edc_2;20.0;1000;1.0;185.54390716552734;185.54390716552734;0
88.60000000000008;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
88.80000000000008;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
89.00000000000009;edc_1;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
89.20000000000009;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
89.40000000000009;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
89.6;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
89.6000000000001;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
89.80000000000008;edc_1;60.0;1000;1.0;196.0496826171875;196.0496826171875;0
89.8000000000001;edc_1;80.0;1000;1.0;197.39456176757812;197.39456176757812;0
89.90000000000002;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
90.30000000000003;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
90.50000000000003;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
90.70000000000003;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
90.80000000000008;edc_1;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
90.90000000000003;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
91.10000000000004;edc_0;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
91.30000000000004;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
91.50000000000004;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
91.70000000000005;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
91.90000000000005;edc_0;100.0;1000;1.0;286.9759521484375;286.9759521484375;0
98.7;edc_2;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
99.4;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
99.40000000000009;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
99.5;edc_2;20.0;1000;1.0;185.54390716552734;185.54390716552734;0
99.6000000000001;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
99.8000000000001;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
100.0000000000001;edc_1;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
100.2000000000001;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
100.4000000000001;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
100.5;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
100.60000000000011;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
100.8000000000001;edc_1;60.0;1000;1.0;196.0496826171875;196.0496826171875;0
100.80000000000011;edc_1;80.0;1000;1.0;197.39456176757812;197.39456176757812;0
100.90000000000003;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
101.50000000000004;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
101.70000000000005;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
101.8000000000001;edc_1;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
101.90000000000005;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
102.10000000000005;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
102.30000000000005;edc_0;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
102.50000000000006;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
102.70000000000006;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
102.90000000000006;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
103.10000000000007;edc_0;100.0;1000;1.0;286.9759521484375;286.9759521484375;0
109.60000000000001;edc_2;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
110.30000000000001;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
110.4;edc_2;20.0;1000;1.0;185.54390716552734;185.54390716552734;0
110.4000000000001;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
110.60000000000011;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
110.80000000000011;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
111.00000000000011;edc_1;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
111.20000000000012;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
111.4;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
111.40000000000012;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
111.60000000000012;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
111.80000000000011;edc_1;60.0;1000;1.0;196.0496826171875;196.0496826171875;0
111.80000000000013;edc_1;80.0;1000;1.0;197.39456176757812;197.39456176757812;0
111.90000000000005;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
112.60000000000005;edc_0;100.0;1000;1.0;286.9759521484375;286.9759521484375;0
112.80000000000005;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
112.80000000000011;edc_1;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
113.00000000000006;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
113.20000000000006;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
113.40000000000006;edc_0;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
113.60000000000007;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
113.80000000000007;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
114.00000000000007;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
114.20000000000007;edc_0;100.0;1000;1.0;286.9759521484375;286.9759521484375;0
120.50000000000001;edc_2;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
121.20000000000002;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
121.30000000000001;edc_2;20.0;1000;1.0;185.54390716552734;185.54390716552734;0
121.40000000000012;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
121.60000000000012;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
121.80000000000013;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
122.00000000000013;edc_1;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
122.20000000000013;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
122.30000000000001;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
122.40000000000013;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
122.60000000000014;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
122.80000000000005;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
122.80000000000013;edc_1;60.0;1000;1.0;196.0496826171875;196.0496826171875;0
122.80000000000014;edc_1;80.0;1000;1.0;197.39456176757812;197.39456176757812;0
123.50000000000006;edc_0;100.0;1000;1.0;286.9759521484375;286.9759521484375;0
123.80000000000007;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
123.80000000000013;edc_1;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
124.00000000000007;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
124.3;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
124.5;edc_0;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
124.7;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
124.9;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
125.10000000000001;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
125.30000000000001;edc_0;100.0;1000;1.0;286.9759521484375;286.9759521484375;0
131.4;edc_2;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
132.1;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
132.20000000000002;edc_2;20.0;1000;1.0;185.54390716552734;185.54390716552734;0
132.40000000000012;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
132.60000000000014;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
132.80000000000013;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
133.0000000000001;edc_1;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
133.20000000000002;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
133.2000000000001;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
133.4000000000001;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
133.60000000000008;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
133.79999999999998;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
133.80000000000007;edc_1;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
133.80000000000013;edc_1;80.0;1000;1.0;197.39456176757812;197.39456176757812;0
134.49999999999997;edc_0;100.0;1000;1.0;286.9759521484375;286.9759521484375;0
134.80000000000013;edc_1;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
134.89999999999998;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
135.1;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
135.3;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
135.5;edc_0;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
135.7;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
135.89999999999998;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
136.09999999999997;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
136.29999999999995;edc_0;100.0;1000;1.0;286.9759521484375;286.9759521484375;0
142.29999999999998;edc_2;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
142.99999999999997;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
143.1;edc_2;20.0;1000;1.0;185.54390716552734;185.54390716552734;0
143.4000000000001;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
143.60000000000008;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
143.80000000000007;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
144.00000000000006;edc_1;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
144.1;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
144.20000000000005;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
144.40000000000003;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
144.60000000000002;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
144.69999999999996;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
144.8;edc_1;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
144.80000000000007;edc_1;80.0;1000;1.0;197.39456176757812;197.39456176757812;0
145.39999999999995;edc_0;100.0;1000;1.0;286.9759521484375;286.9759521484375;0
145.80000000000007;edc_1;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
145.89999999999998;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
146.09999999999997;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
146.29999999999998;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
146.49999999999997;edc_0;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
146.69999999999996;edc_0;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
146.89999999999995;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
147.09999999999994;edc_0;80.0;1000;1.0;285.6733169555664;285.6733169555664;0
147.19999999999996;edc_2;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
153.19999999999996;edc_2;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
153.89999999999995;edc_2;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
154.40000000000003;edc_1;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
154.60000000000002;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
154.8;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
155.0;edc_1;0.0;1000;1.0;264.83626556396484;264.83626556396484;0
155.2;edc_1;20.0;1000;1.0;273.8226623535156;273.8226623535156;0
155.39999999999998;edc_1;40.0;1000;1.0;281.74977111816406;281.74977111816406;0
155.59999999999994;edc_0;60.0;1000;1.0;284.3284378051758;284.3284378051758;0
