ap_id,x,y
ap_0,577.6942749023438,2801.011474609375
ap_1,629.2494506835938,498.52020263671875
ap_2,2041.953369140625,1312.81591796875
ap_3,1147.123779296875,1005.2005004882812
ap_4,1454.5926513671875,2567.447998046875
ap_5,417.73089599609375,2004.994384765625
ap_6,1537.30517578125,428.4203796386719
ap_7,1161.8570556640625,1794.47412109375
ap_8,505.29339599609375,1183.6385498046875
ap_9,1766.3280029296875,1772.0191650390625
ap_10,1668.877685546875,1008.3793334960938
