hour,demand
0.0,21.13458333333333
3600.0,15.421111111111111
7200.0,8.857500000000002
10800.0,6.016249999999999
14400.0,7.642638888888889
18000.0,8.985416666666666
21600.0,15.081111111111111
25200.0,19.78736111111111
28800.0,29.216805555555556
32400.0,27.69125
36000.0,27.31430555555556
39600.0,24.092916666666667
43200.0,25.191388888888888
46800.0,23.48486111111111
50400.0,21.61347222222222
54000.0,18.897222222222226
57600.0,16.56736111111111
61200.0,25.361666666666665
64800.0,34.87763888888889
68400.0,39.035
72000.0,37.25208333333333
75600.0,32.47819444444444
79200.0,29.480000000000004
82800.0,26.718472222222225
86400.0,26.718472222222225
