hour,demand
0.0,29.90222222222222
3600.0,25.677222222222223
7200.0,17.061666666666667
10800.0,13.474305555555556
14400.0,12.53902777777778
18000.0,18.142222222222223
21600.0,30.893055555555552
25200.0,39.16652777777778
28800.0,60.94222222222222
32400.0,67.36666666666667
36000.0,54.05805555555556
39600.0,55.9975
43200.0,61.56472222222222
46800.0,61.21236111111111
50400.0,58.04819444444445
54000.0,41.88902777777777
57600.0,32.57263888888889
61200.0,41.708333333333336
64800.0,49.66
68400.0,43.87458333333333
72000.0,36.43291666666667
75600.0,38.25013888888888
79200.0,35.22986111111111
82800.0,31.003055555555555
86400.0,31.003055555555555
