hour,demand
0.0,18.201722222222223
3600.0,14.423986111111114
7200.0,9.350375
10800.0,5.7589305555555566
14400.0,6.054791666666668
18000.0,7.594444444444446
21600.0,13.504694444444445
25200.0,17.665069444444445
28800.0,24.32715277777778
32400.0,26.136111111111116
36000.0,24.35427777777777
39600.0,25.427833333333336
43200.0,25.65690277777778
46800.0,25.875083333333333
50400.0,23.89243055555556
54000.0,20.976236111111117
57600.0,19.136625
61200.0,26.45676388888889
64800.0,36.20172222222222
68400.0,38.431333333333335
72000.0,36.114777777777775
75600.0,29.70163888888889
79200.0,26.473527777777782
82800.0,22.66634722222222
86400.0,22.66634722222222
