hour,demand
0.0,24.25102777777778
3600.0,19.043625
7200.0,12.952458333333334
10800.0,9.330333333333334
14400.0,10.252458333333331
18000.0,14.627444444444444
21600.0,24.06673611111111
25200.0,34.893972222222224
28800.0,47.78101388888889
32400.0,51.51105555555556
36000.0,43.99594444444445
39600.0,47.60106944444445
43200.0,52.15205555555556
46800.0,52.74809722222223
50400.0,47.941833333333335
54000.0,40.076638888888894
57600.0,36.99672222222223
61200.0,44.52759722222222
64800.0,47.61868055555556
68400.0,43.91563888888889
72000.0,40.66548611111111
75600.0,37.59872222222223
79200.0,35.049958333333336
82800.0,31.609666666666666
86400.0,31.609666666666666
