time;ue_id;service_id;generated;first_sent;processed;delay;times_sent
1.2036086663118244;ue_7;adas;0.5023718353877576;1.2023718353877577;1.2036086663118244;0.7012368309240667;1
1.204795497235891;ue_7;adas;1.0023718353877578;1.2023718353877577;1.204795497235891;0.2024236618481332;1
1.2135726523245878;ue_8;adas;0.5116914858715572;1.211691485871557;1.2135726523245878;0.7018811664530306;1
1.2154038187776184;ue_8;adas;1.011691485871557;1.211691485871557;1.2154038187776184;0.20371233290606128;1
1.270458759032658;ue_3;adas;0.5667464261265966;1.2667464261265966;1.270458759032658;0.7037123329060613;1
1.2730485660886377;ue_0;adas;0.5722375658298976;1.2722375658298974;1.2730485660886377;0.7008110002587401;1
1.2738095663473779;ue_0;adas;1.0722375658298975;1.2722375658298974;1.2738095663473779;0.20157200051748037;1
1.2741210919387191;ue_3;adas;1.0667464261265966;1.2667464261265966;1.2741210919387191;0.2073746658121225;1
1.2820722124829635;ue_1;adas;0.5812990525633788;1.2812990525633787;1.2820722124829635;0.7007731599195848;1
1.2827953724025483;ue_1;adas;1.0812990525633788;1.2812990525633787;1.2827953724025483;0.2014963198391695;1
1.3337018097719264;ue_4;adas;1.1310892184796115;1.3310892184796115;1.3337018097719264;0.2026125912923149;1
1.5036086663118244;ue_7;adas;1.5023718353877578;1.5023718353877578;1.5036086663118244;0.0012368309240666786;1
1.5135726523245878;ue_8;adas;1.511691485871557;1.511691485871557;1.5135726523245878;0.0018811664530307137;1
1.570458759032658;ue_3;adas;1.5667464261265966;1.5667464261265966;1.570458759032658;0.003712332906061322;1
1.5738095663473777;ue_0;adas;1.5722375658298975;1.5722375658298975;1.5738095663473777;0.0015720005174801877;1
1.5820722124829636;ue_1;adas;1.5812990525633788;1.5812990525633788;1.5820722124829636;0.0007731599195848204;1
1.6337018097719265;ue_4;adas;1.6310892184796115;1.6310892184796115;1.6337018097719265;0.0026125912923149475;1
1.6378109689418867;ue_2;adas;1.435929802488856;1.635929802488856;1.6378109689418867;0.20188116645303067;1
1.6887837079630286;ue_9;adas;1.4871276950506847;1.6871276950506846;1.6887837079630286;0.20165601291234392;1
1.6902454602389205;ue_5;adas;0.9883642937858899;1.6883642937858898;1.6902454602389205;0.7018811664530307;1
1.6902672516509485;ue_6;adas;1.4890304207268819;1.6890304207268818;1.6902672516509485;0.20123683092406663;1
1.6920766266919511;ue_5;adas;1.4883642937858899;1.6883642937858898;1.6920766266919511;0.20371233290606128;1
1.9378109689418868;ue_2;adas;1.935929802488856;1.935929802488856;1.9378109689418868;0.0018811664530307137;1
1.9887837079630286;ue_9;adas;1.9871276950506847;1.9871276950506847;1.9887837079630286;0.0016560129123439626;1
1.9902454602389206;ue_5;adas;1.9883642937858899;1.9883642937858899;1.9902454602389206;0.0018811664530307137;1
1.9902672516509485;ue_6;adas;1.9890304207268819;1.9890304207268819;1.9902672516509485;0.0012368309240666786;1
2.003608666311824;ue_7;adas;2.0023718353877578;2.0023718353877578;2.003608666311824;0.0012368309240664566;1
2.0135726523245876;ue_8;adas;2.011691485871557;2.011691485871557;2.0135726523245876;0.0018811664530304917;1
2.0704587590326575;ue_3;adas;2.0667464261265964;2.0667464261265964;2.0704587590326575;0.0037123329060611;1
2.0738095663473777;ue_0;adas;2.0722375658298975;2.0722375658298975;2.0738095663473777;0.0015720005174801877;1
2.0820722124829634;ue_1;adas;2.081299052563379;2.081299052563379;2.0820722124829634;0.0007731599195843764;1
2.1337018097719262;ue_4;adas;2.1310892184796115;2.1310892184796115;2.1337018097719262;0.0026125912923147254;1
2.4378109689418865;ue_2;adas;2.435929802488856;2.435929802488856;2.4378109689418865;0.0018811664530304917;1
2.4887837079630284;ue_9;adas;2.4871276950506847;2.4871276950506847;2.4887837079630284;0.0016560129123437406;1
2.49024546023892;ue_5;adas;2.4883642937858896;2.4883642937858896;2.49024546023892;0.0018811664530304917;1
2.4902672516509483;ue_6;adas;2.489030420726882;2.489030420726882;2.4902672516509483;0.0012368309240664566;1
2.503608666311824;ue_7;adas;2.5023718353877578;2.5023718353877578;2.503608666311824;0.0012368309240664566;1
2.5135726523245876;ue_8;adas;2.511691485871557;2.511691485871557;2.5135726523245876;0.0018811664530304917;1
2.5704587590326575;ue_3;adas;2.5667464261265964;2.5667464261265964;2.5704587590326575;0.0037123329060611;1
2.5738095663473777;ue_0;adas;2.5722375658298975;2.5722375658298975;2.5738095663473777;0.0015720005174801877;1
2.5820722124829634;ue_1;adas;2.581299052563379;2.581299052563379;2.5820722124829634;0.0007731599195843764;1
2.6337018097719262;ue_4;adas;2.6310892184796115;2.6310892184796115;2.6337018097719262;0.0026125912923147254;1
2.9378109689418865;ue_2;adas;2.935929802488856;2.935929802488856;2.9378109689418865;0.0018811664530304917;1
2.9887837079630284;ue_9;adas;2.9871276950506847;2.9871276950506847;2.9887837079630284;0.0016560129123437406;1
2.99024546023892;ue_5;adas;2.9883642937858896;2.9883642937858896;2.99024546023892;0.0018811664530304917;1
2.9902672516509483;ue_6;adas;2.989030420726882;2.989030420726882;2.9902672516509483;0.0012368309240664566;1
3.003608666311824;ue_7;adas;3.0023718353877578;3.0023718353877578;3.003608666311824;0.0012368309240664566;1
3.0135726523245876;ue_8;adas;3.011691485871557;3.011691485871557;3.0135726523245876;0.0018811664530304917;1
3.0704587590326575;ue_3;adas;3.0667464261265964;3.0667464261265964;3.0704587590326575;0.0037123329060611;1
3.0738095663473777;ue_0;adas;3.0722375658298975;3.0722375658298975;3.0738095663473777;0.0015720005174801877;1
