1	1.3007373570272	epabcadu	adas	0.5	1.20000408536654	1.3007373570272	0.800737357027201	1
2	1.30140617535271	ichikiga	adas	0.5	1.20000199116584	1.30140617535271	0.801406175352712	1
3	1.30141034870744	iafstnue	adas	0.5	1.20000338228409	1.30141034870744	0.801410348707442	1
4	1.40147062868786	epabcadu	adas	1	1.3007373570272	1.40147062868786	0.401470628687864	1
5	1.40281035953958	ichikiga	adas	1	1.30140617535271	1.40281035953958	0.402810359539578	1
6	1.4028173151308	iafstnue	adas	1	1.30141034870744	1.4028173151308	0.402817315130796	1
7	1.50073313313877	iatmeuns	adas	0.5	1.40000267740373	1.50073313313877	1.00073313313877	1
8	1.50141144413126	ovkojy	adas	0.5	1.40000374742536	1.50141144413126	1.00141144413126	1
9	1.60073327166066	epabcadu	adas	1.5	1.5	1.60073327166066	0.100733271660663	1
10	1.60140418418687	ichikiga	adas	1.5	1.5	1.60140418418687	0.101404184186867	1
11	1.60140696642335	iafstnue	adas	1.5	1.5	1.60140696642335	0.101406966423354	1
12	1.60146358887381	iatmeuns	adas	1	1.50073313313877	1.60146358887381	0.601463588873809	1
13	1.60281914083717	ovkojy	adas	1	1.50141144413126	1.60281914083717	0.602819140837165	1
14	1.70073594693468	ucdewy	adas	0.5	1.6000036153357	1.70073594693468	1.20073594693468	1
15	1.70073639594025	enjubpl	adas	0.5	1.60000376500422	1.70073639594025	1.20073639594025	1
16	1.70219404460885	iatmeuns	adas	1.5	1.60146358887381	1.70219404460885	0.202194044608851	1
17	1.70422683754307	ovkojy	adas	1.5	1.60281914083717	1.70422683754307	0.204226837543067	1
18	1.80146827853367	ucdewy	adas	1	1.70073594693468	1.80146827853367	0.80146827853367	1
19	1.80146902687627	enjubpl	adas	1	1.70073639594025	1.80146902687627	0.801469026876274	1
20	1.90073261382851	epemvagu	adas	0.5	1.80000250430031	1.90073261382851	1.40073261382851	1
21	1.90140877975623	owgves	adas	0.5	1.80000285930035	1.90140877975623	1.40140877975623	1
22	1.90220061013266	ucdewy	adas	1.5	1.80146827853367	1.90220061013266	0.402200610132655	1
23	1.9022016578123	enjubpl	adas	1.5	1.80146902687627	1.9022016578123	0.402201657812302	1
24	2.00146272335672	epemvagu	adas	1	1.90073261382851	2.00146272335672	1.00146272335672	1
25	2.0028147002121	owgves	adas	1	1.90140877975623	2.0028147002121	1.0028147002121	1
26	2.10073045573504	iatmeuns	adas	2	2	2.10073045573504	0.100730455735041	1
27	2.10073233159899	ucdewy	adas	2	2	2.10073233159899	0.100732331598985	1
28	2.10073263093603	enjubpl	adas	2	2	2.10073263093603	0.100732630936027	1
29	2.10073327166066	epabcadu	adas	2	2	2.10073327166066	0.100733271660663	1
30	2.10073739257092	oygvar	adas	0.5	2.00000409721445	2.10073739257092	1.60073739257092	1
31	2.10140418418687	ichikiga	adas	2	2	2.10140418418687	0.101404184186867	1
32	2.10140696642335	iafstnue	adas	2	2	2.10140696642335	0.101406966423353	1
33	2.10145733156463	ovkojy	adas	2	2	2.10145733156463	0.101457331564627	1
34	2.10219283288493	epemvagu	adas	1.5	2.00146272335672	2.10219283288493	0.602192832884928	1
35	2.10422062066798	owgves	adas	1.5	2.0028147002121	2.10422062066798	0.604220620667978	1
36	2.2014706879274	oygvar	adas	1	2.10073739257092	2.2014706879274	1.2014706879274	1
37	2.20292294241313	epemvagu	adas	2	2.10219283288493	2.20292294241313	0.202922942413134	1
38	2.20562654112385	owgves	adas	2	2.10422062066798	2.20562654112385	0.205626541123854	1
39	2.30220398328388	oygvar	adas	1.5	2.2014706879274	2.30220398328388	0.802203983283881	1
40	2.40293727864036	oygvar	adas	2	2.30220398328388	2.40293727864036	0.40293727864036	1
41	2.60073010952821	epemvagu	adas	2.5	2.5	2.60073010952821	0.100730109528206	1
42	2.60073045573504	iatmeuns	adas	2.5	2.5	2.60073045573504	0.100730455735041	1
43	2.60073233159899	ucdewy	adas	2.5	2.5	2.60073233159899	0.100732331598985	1
44	2.60073263093603	enjubpl	adas	2.5	2.5	2.60073263093603	0.100732630936027	1
45	2.60073327166066	epabcadu	adas	2.5	2.5	2.60073327166066	0.100733271660663	1
46	2.60073329535648	oygvar	adas	2.5	2.5	2.60073329535648	0.100733295356479	1
47	2.60140418418687	ichikiga	adas	2.5	2.5	2.60140418418687	0.101404184186867	1
48	2.60140696642335	iafstnue	adas	2.5	2.5	2.60140696642335	0.101406966423353	1
49	2.60145505232137	owgves	adas	2.5	2.5	2.60145505232137	0.101455052321371	1
50	2.60145733156463	ovkojy	adas	2.5	2.5	2.60145733156463	0.101457331564627	1
51	3.10073010952821	epemvagu	adas	3	3	3.10073010952821	0.100730109528206	1
52	3.10073045573504	iatmeuns	adas	3	3	3.10073045573504	0.100730455735041	1
53	3.10073233159899	ucdewy	adas	3	3	3.10073233159899	0.100732331598985	1
54	3.10073263093603	enjubpl	adas	3	3	3.10073263093603	0.100732630936027	1
55	3.10073327166066	epabcadu	adas	3	3	3.10073327166066	0.100733271660663	1
56	3.10073329535648	oygvar	adas	3	3	3.10073329535648	0.100733295356479	1
57	3.10140418418687	ichikiga	adas	3	3	3.10140418418687	0.101404184186867	1
58	3.10140696642335	iafstnue	adas	3	3	3.10140696642335	0.101406966423353	1
59	3.10145505232137	owgves	adas	3	3	3.10145505232137	0.101455052321371	1
60	3.10145733156463	ovkojy	adas	3	3	3.10145733156463	0.101457331564627	1
61	3.60073010952821	epemvagu	adas	3.5	3.5	3.60073010952821	0.100730109528206	1
